# Pixel	Position
129.00	325.00
130.00	326.00
131.00	327.00
132.00	328.00
133.00	329.00
134.00	330.00
135.00	331.00
136.00	332.00
137.00	333.00
138.00	334.00
139.00	335.00
140.00	336.00
141.00	337.00
142.00	338.00
143.00	339.00
144.00	340.00
145.00	341.00
146.00	342.00
147.00	343.00
148.00	353.00
149.00	354.00
150.00	355.00
151.00	356.00
152.00	357.00
153.00	358.00
154.00	359.00
155.00	360.00
156.00	361.00
157.00	362.00
158.00	363.00
159.00	364.00
160.00	365.00
161.00	366.00
162.00	367.00
163.00	368.00
164.00	369.00
165.00	370.00
166.00	371.00
167.00	372.00
168.00	373.00
169.00	374.00
170.00	375.00
171.00	376.00
172.00	377.00
173.00	378.00
174.00	379.00
175.00	380.00
176.00	381.00
177.00	382.00
178.00	383.00
179.00	384.00
180.00	385.00
181.00	386.00
182.00	392.00
183.00	393.00
184.00	394.00
185.00	395.00
186.00	396.00
187.00	397.00
188.00	398.00
189.00	399.00
190.00	400.00
191.00	401.00
192.00	402.00
193.00	403.00
194.00	404.00
195.00	405.00
196.00	406.00
197.00	407.00
198.00	408.00
199.00	409.00
200.00	410.00
201.00	411.00
202.00	412.00
203.00	413.00
204.00	414.00
205.00	415.00
206.00	416.00
207.00	417.00
208.00	418.00
209.00	419.00
210.00	420.00
211.00	421.00
212.00	422.00
213.00	423.00
214.00	424.00
215.00	425.00
216.00	431.00
217.00	432.00
218.00	433.00
219.00	434.00
220.00	435.00
221.00	436.00
222.00	437.00
223.00	438.00
224.00	439.00
225.00	440.00
226.00	441.00
227.00	442.00
228.00	443.00
229.00	444.00
230.00	445.00
231.00	446.00
232.00	447.00
233.00	448.00
234.00	449.00
235.00	450.00
236.00	451.00
237.00	452.00
238.00	453.00
239.00	454.00
240.00	455.00
241.00	456.00
242.00	457.00
243.00	458.00
244.00	459.00
245.00	460.00
246.00	461.00
247.00	462.00
248.00	463.00
249.00	464.00
250.00	465.00
251.00	470.00
252.00	471.00
253.00	472.00
254.00	473.00
255.00	474.00
256.00	475.00
257.00	476.00
258.00	477.00
259.00	478.00
260.00	479.00
261.00	480.00
262.00	481.00
263.00	482.00
264.00	483.00
265.00	484.00
266.00	485.00
267.00	486.00
268.00	487.00
269.00	488.00
270.00	489.00
271.00	490.00
272.00	491.00
273.00	492.00
274.00	493.00
275.00	494.00
276.00	495.00
277.00	496.00
278.00	497.00
279.00	498.00
280.00	499.00
281.00	500.00
282.00	501.00
283.00	502.00
284.00	503.00
285.00	504.00
286.00	509.00
287.00	510.00
288.00	511.00
289.00	512.00
290.00	513.00
291.00	514.00
292.00	515.00
293.00	516.00
294.00	517.00
295.00	518.00
296.00	519.00
297.00	520.00
298.00	521.00
299.00	522.00
300.00	523.00
301.00	524.00
302.00	525.00
303.00	526.00
304.00	527.00
305.00	528.00
306.00	529.00
307.00	530.00
308.00	531.00
309.00	532.00
310.00	533.00
311.00	534.00
312.00	535.00
313.00	536.00
314.00	537.00
315.00	538.00
316.00	539.00
317.00	540.00
318.00	541.00
319.00	542.00
320.00	543.00
321.00	548.00
322.00	549.00
323.00	550.00
324.00	551.00
325.00	552.00
326.00	553.00
327.00	554.00
328.00	555.00
329.00	556.00
330.00	557.00
331.00	558.00
332.00	559.00
333.00	560.00
334.00	561.00
335.00	562.00
336.00	563.00
337.00	564.00
338.00	565.00
339.00	566.00
340.00	567.00
341.00	568.00
342.00	569.00
343.00	570.00
344.00	571.00
345.00	572.00
346.00	573.00
347.00	574.00
348.00	575.00
349.00	576.00
350.00	577.00
351.00	578.00
352.00	579.00
353.00	580.00
354.00	581.00
355.00	582.00
356.00	587.00
357.00	588.00
358.00	589.00
359.00	590.00
360.00	591.00
361.00	592.00
362.00	593.00
363.00	594.00
364.00	595.00
365.00	596.00
366.00	597.00
367.00	598.00
368.00	599.00
369.00	600.00
370.00	601.00
371.00	602.00
372.00	603.00
373.00	604.00
374.00	605.00
375.00	606.00
376.00	607.00
377.00	608.00
378.00	609.00
379.00	610.00
380.00	611.00
381.00	612.00
382.00	613.00
383.00	614.00
384.00	615.00
385.00	616.00
386.00	617.00
387.00	618.00
388.00	619.00
389.00	620.00
390.00	621.00
391.00	626.00
392.00	627.00
393.00	628.00
394.00	629.00
395.00	630.00
396.00	631.00
397.00	632.00
398.00	633.00
399.00	634.00
400.00	635.00
401.00	636.00
402.00	637.00
403.00	638.00
404.00	639.00
405.00	640.00
406.00	641.00
407.00	642.00
408.00	643.00
409.00	644.00
410.00	645.00
411.00	646.00
412.00	647.00
413.00	648.00
414.00	649.00
415.00	650.00
416.00	651.00
417.00	652.00
418.00	653.00
419.00	654.00
420.00	655.00
421.00	656.00
422.00	657.00
423.00	658.00
424.00	659.00
425.00	660.00
426.00	665.00
427.00	666.00
428.00	667.00
429.00	668.00
430.00	669.00
431.00	670.00
432.00	671.00
433.00	672.00
434.00	673.00
435.00	674.00
436.00	675.00
437.00	676.00
438.00	677.00
439.00	678.00
440.00	679.00
441.00	680.00
442.00	681.00
443.00	682.00
444.00	683.00
445.00	684.00
446.00	685.00
447.00	686.00
448.00	687.00
449.00	688.00
450.00	689.00
451.00	690.00
452.00	691.00
453.00	692.00
454.00	693.00
455.00	694.00
456.00	695.00
457.00	696.00
458.00	697.00
459.00	698.00
460.00	699.00
461.00	704.00
462.00	705.00
463.00	706.00
464.00	707.00
465.00	708.00
466.00	709.00
467.00	710.00
468.00	711.00
469.00	712.00
470.00	713.00
471.00	714.00
472.00	715.00
473.00	716.00
474.00	717.00
475.00	718.00
476.00	719.00
477.00	720.00
478.00	721.00
479.00	722.00
480.00	723.00
481.00	724.00
482.00	725.00
483.00	726.00
484.00	727.00
485.00	728.00
486.00	729.00
487.00	730.00
488.00	731.00
489.00	732.00
490.00	733.00
491.00	734.00
492.00	735.00
493.00	736.00
494.00	737.00
495.00	738.00
496.00	743.00
497.00	744.00
498.00	745.00
499.00	746.00
500.00	747.00
501.00	748.00
502.00	749.00
503.00	750.00
504.00	751.00
505.00	752.00
506.00	753.00
507.00	754.00
508.00	755.00
509.00	756.00
510.00	757.00
511.00	758.00
512.00	759.00
513.00	760.00
514.00	761.00
515.00	762.00
516.00	763.00
517.00	764.00
518.00	765.00
519.00	766.00
520.00	767.00
521.00	768.00
522.00	769.00
523.00	770.00
524.00	771.00
525.00	772.00
526.00	773.00
527.00	774.00
528.00	775.00
529.00	776.00
530.00	782.00
531.00	783.00
532.00	784.00
533.00	785.00
534.00	786.00
535.00	787.00
536.00	788.00
537.00	789.00
538.00	790.00
539.00	791.00
540.00	792.00
541.00	793.00
542.00	794.00
543.00	795.00
544.00	796.00
545.00	797.00
546.00	798.00
547.00	799.00
548.00	800.00
549.00	801.00
550.00	802.00
551.00	803.00
552.00	804.00
553.00	805.00
554.00	806.00
555.00	807.00
556.00	808.00
557.00	809.00
558.00	810.00
559.00	811.00
560.00	812.00
561.00	813.00
562.00	814.00
563.00	815.00
564.00	821.00
565.00	822.00
566.00	823.00
567.00	824.00
568.00	825.00
569.00	826.00
570.00	827.00
571.00	828.00
572.00	829.00
573.00	830.00
574.00	831.00
575.00	832.00
576.00	833.00
577.00	834.00
578.00	835.00
579.00	836.00
580.00	837.00
581.00	838.00
582.00	839.00
583.00	840.00
584.00	841.00
585.00	842.00
586.00	843.00
587.00	844.00
588.00	845.00
589.00	846.00
590.00	847.00
591.00	848.00
592.00	849.00
593.00	850.00
594.00	851.00
595.00	852.00
596.00	853.00
597.00	854.00
598.00	860.00
599.00	861.00
600.00	862.00
601.00	863.00
602.00	864.00
603.00	865.00
604.00	866.00
605.00	867.00
606.00	868.00
607.00	869.00
608.00	870.00
609.00	871.00
610.00	872.00
611.00	873.00
612.00	874.00
613.00	875.00
614.00	876.00
615.00	877.00
616.00	878.00
617.00	879.00
618.00	880.00
619.00	881.00
620.00	882.00
621.00	883.00
622.00	884.00
623.00	885.00
624.00	886.00
625.00	887.00
626.00	888.00
627.00	889.00
628.00	890.00
629.00	891.00
630.00	892.00
631.00	893.00
632.00	899.00
633.00	900.00
634.00	901.00
635.00	902.00
636.00	903.00
637.00	904.00
638.00	905.00
639.00	906.00
640.00	907.00
641.00	908.00
642.00	909.00
643.00	910.00
644.00	911.00
645.00	912.00
646.00	913.00
647.00	914.00
648.00	915.00
649.00	916.00
650.00	917.00
651.00	918.00
652.00	919.00
653.00	920.00
654.00	921.00
655.00	922.00
656.00	923.00
657.00	924.00
658.00	925.00
659.00	926.00
660.00	927.00
661.00	928.00
662.00	929.00
663.00	930.00
664.00	931.00
665.00	932.00
666.00	938.00
667.00	939.00
668.00	940.00
669.00	941.00
670.00	942.00
671.00	943.00
672.00	944.00
673.00	945.00
674.00	946.00
675.00	947.00
676.00	948.00
677.00	949.00
678.00	950.00
679.00	951.00
680.00	952.00
681.00	953.00
682.00	954.00
683.00	955.00
684.00	956.00
685.00	957.00
686.00	958.00
687.00	959.00
688.00	960.00
689.00	961.00
690.00	962.00
691.00	963.00
692.00	964.00
693.00	965.00
694.00	966.00
695.00	967.00
696.00	968.00
697.00	969.00
698.00	970.00
699.00	971.00
700.00	976.00
701.00	977.00
702.00	978.00
703.00	979.00
704.00	980.00
705.00	981.00
706.00	982.00
707.00	983.00
708.00	984.00
709.00	985.00
710.00	986.00
711.00	987.00
712.00	988.00
713.00	989.00
714.00	990.00
715.00	991.00
716.00	992.00
717.00	993.00
718.00	994.00
719.00	995.00
720.00	996.00
721.00	997.00
722.00	998.00
723.00	999.00
724.00	1000.00
725.00	1001.00
726.00	1002.00
727.00	1003.00
728.00	1004.00
729.00	1005.00
730.00	1006.00
731.00	1007.00
732.00	1008.00
733.00	1009.00
734.00	1010.00
735.00	1015.00
736.00	1016.00
737.00	1017.00
738.00	1018.00
739.00	1019.00
740.00	1020.00
741.00	1021.00
742.00	1022.00
743.00	1023.00
744.00	1024.00
745.00	1025.00
746.00	1026.00
747.00	1027.00
748.00	1028.00
749.00	1029.00
750.00	1030.00
751.00	1031.00
752.00	1032.00
753.00	1033.00
754.00	1034.00
755.00	1035.00
756.00	1036.00
757.00	1037.00
758.00	1038.00
759.00	1039.00
760.00	1040.00
761.00	1041.00
762.00	1042.00
763.00	1043.00
764.00	1044.00
765.00	1045.00
766.00	1046.00
767.00	1047.00
768.00	1048.00
769.00	1049.00
770.00	1054.00
771.00	1055.00
772.00	1056.00
773.00	1057.00
774.00	1058.00
775.00	1059.00
776.00	1060.00
777.00	1061.00
778.00	1062.00
779.00	1063.00
780.00	1064.00
781.00	1065.00
782.00	1066.00
783.00	1067.00
784.00	1068.00
785.00	1069.00
786.00	1070.00
787.00	1071.00
788.00	1072.00
789.00	1073.00
790.00	1074.00
791.00	1075.00
792.00	1076.00
793.00	1077.00
794.00	1078.00
795.00	1079.00
796.00	1080.00
797.00	1081.00
798.00	1082.00
799.00	1083.00
800.00	1084.00
801.00	1085.00
802.00	1086.00
803.00	1087.00
804.00	1095.00
805.00	1096.00
806.00	1097.00
807.00	1098.00
808.00	1099.00
809.00	1100.00
810.00	1101.00
811.00	1102.00
812.00	1103.00
813.00	1104.00
814.00	1105.00
815.00	1106.00
816.00	1107.00
817.00	1108.00
818.00	1109.00
819.00	1110.00
820.00	1111.00
821.00	1112.00
822.00	1113.00
823.00	1114.00
824.00	1115.00
825.00	1116.00
826.00	1117.00
827.00	1118.00
828.00	1119.00
829.00	1120.00
830.00	1121.00
831.00	1122.00
832.00	1123.00
833.00	1124.00
834.00	1125.00
835.00	1126.00
836.00	1137.00
837.00	1138.00
838.00	1139.00
839.00	1140.00
840.00	1141.00
841.00	1142.00
842.00	1143.00
843.00	1144.00
844.00	1145.00
845.00	1146.00
846.00	1147.00
847.00	1148.00
848.00	1149.00
849.00	1150.00
850.00	1151.00
851.00	1152.00
852.00	1153.00
853.00	1154.00
854.00	1155.00
855.00	1156.00
856.00	1157.00
857.00	1158.00
858.00	1159.00
859.00	1160.00
860.00	1161.00
861.00	1162.00
862.00	1163.00
863.00	1164.00
864.00	1165.00
865.00	1176.00
866.00	1177.00
867.00	1178.00
868.00	1179.00
869.00	1180.00
870.00	1181.00
871.00	1182.00
872.00	1183.00
873.00	1184.00
874.00	1185.00
875.00	1186.00
876.00	1187.00
877.00	1188.00
878.00	1189.00
879.00	1190.00
880.00	1191.00
881.00	1192.00
882.00	1193.00
883.00	1194.00
884.00	1195.00
885.00	1196.00
886.00	1197.00
887.00	1198.00
888.00	1199.00
889.00	1200.00
890.00	1201.00
891.00	1202.00
892.00	1203.00
893.00	1204.00
894.00	1219.00
895.00	1220.00
896.00	1221.00
897.00	1222.00
898.00	1223.00
899.00	1224.00
900.00	1225.00
901.00	1226.00
902.00	1227.00
903.00	1228.00
904.00	1229.00
905.00	1230.00
906.00	1231.00
907.00	1232.00
908.00	1233.00
909.00	1234.00
910.00	1235.00
911.00	1236.00
912.00	1237.00
913.00	1238.00
914.00	1239.00
915.00	1240.00
916.00	1241.00
917.00	1242.00
918.00	1243.00
919.00	1259.00
920.00	1260.00
921.00	1261.00
922.00	1262.00
923.00	1263.00
924.00	1264.00
925.00	1265.00
926.00	1266.00
927.00	1267.00
928.00	1268.00
929.00	1269.00
930.00	1270.00
931.00	1271.00
932.00	1272.00
933.00	1273.00
934.00	1274.00
935.00	1275.00
936.00	1276.00
937.00	1277.00
938.00	1278.00
939.00	1279.00
940.00	1280.00
941.00	1281.00
942.00	1282.00
943.00	1298.00
944.00	1299.00
945.00	1300.00
946.00	1301.00
947.00	1302.00
948.00	1303.00
949.00	1304.00
950.00	1305.00
951.00	1306.00
952.00	1307.00
953.00	1308.00
954.00	1309.00
955.00	1310.00
956.00	1311.00
957.00	1312.00
958.00	1313.00
959.00	1314.00
960.00	1315.00
961.00	1316.00
962.00	1317.00
963.00	1318.00
964.00	1319.00
965.00	1320.00
966.00	1341.00
967.00	1342.00
968.00	1343.00
969.00	1344.00
970.00	1345.00
971.00	1347.00
972.00	1348.00
973.00	1349.00
974.00	1350.00
975.00	1351.00
976.00	1352.00
977.00	1353.00
978.00	1354.00
979.00	1355.00
980.00	1356.00
981.00	1357.00
982.00	1358.00
983.00	1359.00
984.00	1389.00
985.00	1390.00
986.00	1391.00
987.00	1392.00
988.00	1393.00
989.00	1394.00
990.00	1395.00
991.00	1396.00
992.00	1397.00
993.00	1398.00
994.00	1428.00
995.00	1429.00
996.00	1430.00
997.00	1431.00
998.00	1433.00
999.00	1434.00
1000.00	1435.00
1001.00	1436.00
1002.00	1437.00
